numWords,train,condition,image1,label1,phonemes1,image2,label2,phonemes2
2,train,noninterfering,7,artificial_6-11-17,6_11_17,7,artificial_12-12-12,6_11_17
2,train,noninterfering,6,artificial_8-0-14,8_0_14,9,artificial_9-5-0,8_0_14
2,train,noninterfering,9,artificial_17-1-14,17_1_14,3,artificial_9-8-16,17_1_14
2,train,noninterfering,3,artificial_0-10-7,0_10_7,3,artificial_9-8-16,0_10_7
2,train,noninterfering,3,artificial_9-8-6,9_8_6,1,artificial_7-6-15,9_8_6
2,train,noninterfering,6,artificial_16-10-17,16_10_17,5,artificial_8-3-9,16_10_17
2,train,noninterfering,3,artificial_9-8-6,9_8_6,0,artificial_11-2-11,9_8_6
2,train,noninterfering,5,artificial_8-3-4,8_3_4,7,artificial_12-12-12,8_3_4
2,train,noninterfering,1,artificial_13-10-2,13_10_2,8,artificial_4-7-1,13_10_2
2,train,noninterfering,0,artificial_11-2-17,11_2_17,2,artificial_1-17-11,11_2_17
2,train,noninterfering,8,artificial_3-12-13,3_12_13,1,artificial_13-10-9,3_12_13
2,train,noninterfering,1,artificial_13-10-2,13_10_2,0,artificial_11-2-11,13_10_2
2,train,noninterfering,8,artificial_4-7-11,4_7_11,2,artificial_1-17-11,4_7_11
2,train,noninterfering,3,artificial_9-8-6,9_8_6,9,artificial_9-5-0,9_8_6
2,train,noninterfering,6,artificial_16-10-17,16_10_17,7,artificial_6-11-4,16_10_17
2,train,noninterfering,4,artificial_16-5-4,16_5_4,7,artificial_6-11-4,16_5_4
2,train,noninterfering,4,artificial_16-5-4,16_5_4,0,artificial_8-15-7,16_5_4
2,train,noninterfering,6,artificial_16-10-17,16_10_17,3,artificial_9-8-16,16_10_17
2,train,noninterfering,4,artificial_16-5-4,16_5_4,9,artificial_17-1-10,16_5_4
2,train,noninterfering,3,artificial_9-8-6,9_8_6,8,artificial_3-12-2,9_8_6
2,train,noninterfering,2,artificial_9-6-16,9_6_16,4,artificial_10-10-11,9_6_16
2,train,noninterfering,2,artificial_1-17-0,1_17_0,5,artificial_8-3-9,1_17_0
2,train,noninterfering,3,artificial_0-10-7,0_10_7,9,artificial_17-1-10,0_10_7
2,train,noninterfering,9,artificial_17-1-14,17_1_14,0,artificial_11-2-11,17_1_14
2,train,noninterfering,8,artificial_4-7-11,4_7_11,9,artificial_9-5-0,4_7_11
2,train,noninterfering,8,artificial_3-12-13,3_12_13,9,artificial_9-5-0,3_12_13
2,train,noninterfering,9,artificial_9-5-2,9_5_2,6,artificial_16-10-16,9_5_2
2,train,noninterfering,8,artificial_3-12-13,3_12_13,4,artificial_10-10-11,3_12_13
2,train,noninterfering,4,artificial_16-5-4,16_5_4,6,artificial_8-0-13,16_5_4
2,train,noninterfering,4,artificial_16-5-4,16_5_4,0,artificial_11-2-11,16_5_4
2,train,noninterfering,3,artificial_9-8-6,9_8_6,8,artificial_4-7-1,9_8_6
2,train,noninterfering,7,artificial_6-11-17,6_11_17,8,artificial_4-7-1,6_11_17
2,train,noninterfering,5,artificial_8-3-4,8_3_4,4,artificial_16-5-14,8_3_4
2,train,noninterfering,3,artificial_0-10-7,0_10_7,1,artificial_7-6-15,0_10_7
2,train,noninterfering,8,artificial_3-12-13,3_12_13,6,artificial_8-0-13,3_12_13
2,train,noninterfering,2,artificial_9-6-16,9_6_16,9,artificial_17-1-10,9_6_16
2,train,noninterfering,4,artificial_10-10-13,10_10_13,5,artificial_8-3-9,10_10_13
2,train,noninterfering,7,artificial_6-11-17,6_11_17,6,artificial_16-10-16,6_11_17
2,train,noninterfering,0,artificial_11-2-17,11_2_17,8,artificial_4-7-1,11_2_17
2,train,noninterfering,0,artificial_8-15-4,8_15_4,8,artificial_3-12-2,8_15_4
2,train,noninterfering,8,artificial_4-7-11,4_7_11,4,artificial_10-10-11,4_7_11
2,train,noninterfering,6,artificial_8-0-14,8_0_14,0,artificial_8-15-7,8_0_14
2,train,noninterfering,5,artificial_1-14-17,1_14_17,9,artificial_17-1-10,1_14_17
2,train,noninterfering,6,artificial_16-10-17,16_10_17,0,artificial_8-15-7,16_10_17
2,train,noninterfering,9,artificial_17-1-14,17_1_14,7,artificial_12-12-12,17_1_14
2,train,noninterfering,7,artificial_12-12-14,12_12_14,0,artificial_11-2-11,12_12_14
2,train,noninterfering,6,artificial_16-10-17,16_10_17,9,artificial_17-1-10,16_10_17
2,train,noninterfering,5,artificial_1-14-17,1_14_17,7,artificial_6-11-4,1_14_17
2,train,noninterfering,0,artificial_11-2-17,11_2_17,3,artificial_0-10-1,11_2_17
2,train,noninterfering,4,artificial_10-10-13,10_10_13,8,artificial_3-12-2,10_10_13
2,train,noninterfering,1,artificial_7-6-17,7_6_17,0,artificial_8-15-7,7_6_17
2,train,noninterfering,4,artificial_10-10-13,10_10_13,5,artificial_1-14-12,10_10_13
2,train,noninterfering,9,artificial_17-1-14,17_1_14,5,artificial_1-14-12,17_1_14
2,train,noninterfering,6,artificial_8-0-14,8_0_14,8,artificial_3-12-2,8_0_14
2,train,noninterfering,3,artificial_0-10-7,0_10_7,7,artificial_6-11-4,0_10_7
2,train,noninterfering,0,artificial_8-15-4,8_15_4,6,artificial_8-0-13,8_15_4
2,train,noninterfering,9,artificial_17-1-14,17_1_14,1,artificial_13-10-9,17_1_14
2,train,noninterfering,0,artificial_11-2-17,11_2_17,9,artificial_17-1-10,11_2_17
2,train,noninterfering,2,artificial_9-6-16,9_6_16,6,artificial_8-0-13,9_6_16
2,train,noninterfering,0,artificial_11-2-17,11_2_17,0,artificial_8-15-7,11_2_17
2,train,noninterfering,9,artificial_17-1-14,17_1_14,4,artificial_16-5-14,17_1_14
2,train,noninterfering,1,artificial_13-10-2,13_10_2,2,artificial_1-17-11,13_10_2
2,train,noninterfering,1,artificial_13-10-2,13_10_2,1,artificial_7-6-15,13_10_2
2,train,noninterfering,0,artificial_11-2-17,11_2_17,1,artificial_13-10-9,11_2_17
2,train,noninterfering,4,artificial_10-10-13,10_10_13,2,artificial_1-17-11,10_10_13
2,train,noninterfering,5,artificial_1-14-17,1_14_17,2,artificial_9-6-15,1_14_17
2,train,noninterfering,6,artificial_16-10-17,16_10_17,5,artificial_1-14-12,16_10_17
2,train,noninterfering,3,artificial_9-8-6,9_8_6,7,artificial_6-11-4,9_8_6
2,train,noninterfering,2,artificial_9-6-16,9_6_16,5,artificial_1-14-12,9_6_16
2,train,noninterfering,8,artificial_3-12-13,3_12_13,8,artificial_4-7-1,3_12_13
2,train,noninterfering,5,artificial_8-3-4,8_3_4,3,artificial_0-10-1,8_3_4
2,train,noninterfering,3,artificial_9-8-6,9_8_6,4,artificial_16-5-14,9_8_6
2,train,noninterfering,3,artificial_9-8-6,9_8_6,5,artificial_8-3-9,9_8_6
2,train,noninterfering,5,artificial_8-3-4,8_3_4,1,artificial_13-10-9,8_3_4
2,train,noninterfering,7,artificial_6-11-17,6_11_17,3,artificial_0-10-1,6_11_17
2,train,noninterfering,8,artificial_3-12-13,3_12_13,4,artificial_16-5-14,3_12_13
2,train,noninterfering,2,artificial_1-17-0,1_17_0,3,artificial_0-10-1,1_17_0
2,train,noninterfering,9,artificial_9-5-2,9_5_2,1,artificial_7-6-15,9_5_2
2,train,noninterfering,3,artificial_9-8-6,9_8_6,2,artificial_9-6-15,9_8_6
2,train,noninterfering,8,artificial_3-12-13,3_12_13,9,artificial_17-1-10,3_12_13
2,train,noninterfering,3,artificial_9-8-6,9_8_6,9,artificial_17-1-10,9_8_6
2,train,noninterfering,2,artificial_1-17-0,1_17_0,4,artificial_16-5-14,1_17_0
2,train,noninterfering,6,artificial_16-10-17,16_10_17,9,artificial_9-5-0,16_10_17
2,train,noninterfering,4,artificial_10-10-13,10_10_13,7,artificial_6-11-4,10_10_13
2,train,noninterfering,6,artificial_16-10-17,16_10_17,4,artificial_16-5-14,16_10_17
2,train,noninterfering,6,artificial_8-0-14,8_0_14,3,artificial_0-10-1,8_0_14
2,train,noninterfering,7,artificial_12-12-14,12_12_14,6,artificial_16-10-16,12_12_14
2,train,noninterfering,5,artificial_8-3-4,8_3_4,6,artificial_16-10-16,8_3_4
2,train,noninterfering,2,artificial_1-17-0,1_17_0,6,artificial_16-10-16,1_17_0
2,train,noninterfering,3,artificial_0-10-7,0_10_7,2,artificial_1-17-11,0_10_7
2,train,noninterfering,0,artificial_11-2-17,11_2_17,6,artificial_8-0-13,11_2_17
2,train,noninterfering,2,artificial_1-17-0,1_17_0,7,artificial_12-12-12,1_17_0
2,train,noninterfering,9,artificial_17-1-14,17_1_14,8,artificial_4-7-1,17_1_14
2,train,noninterfering,7,artificial_6-11-17,6_11_17,0,artificial_8-15-7,6_11_17
2,train,noninterfering,9,artificial_9-5-2,9_5_2,1,artificial_13-10-9,9_5_2
2,train,noninterfering,7,artificial_12-12-14,12_12_14,3,artificial_9-8-16,12_12_14
2,train,noninterfering,7,artificial_6-11-17,6_11_17,4,artificial_10-10-11,6_11_17
2,train,noninterfering,2,artificial_9-6-16,9_6_16,9,artificial_9-5-0,9_6_16
2,train,noninterfering,8,artificial_4-7-11,4_7_11,5,artificial_1-14-12,4_7_11
2,train,noninterfering,3,artificial_9-8-6,9_8_6,3,artificial_0-10-1,9_8_6
2,train,noninterfering,8,artificial_4-7-11,4_7_11,1,artificial_7-6-15,4_7_11
2,train,noninterfering,5,artificial_8-3-4,8_3_4,4,artificial_10-10-11,8_3_4
2,train,noninterfering,9,artificial_17-1-14,17_1_14,5,artificial_8-3-9,17_1_14
2,train,noninterfering,4,artificial_10-10-13,10_10_13,3,artificial_0-10-1,10_10_13
2,train,noninterfering,1,artificial_13-10-2,13_10_2,8,artificial_3-12-2,13_10_2
2,train,noninterfering,1,artificial_13-10-2,13_10_2,4,artificial_10-10-11,13_10_2
2,train,noninterfering,5,artificial_8-3-4,8_3_4,0,artificial_11-2-11,8_3_4
2,train,noninterfering,3,artificial_9-8-6,9_8_6,1,artificial_13-10-9,9_8_6
2,test,noninterfering,5,artificial_8-3-4,8_3_4,8,artificial_3-12-2,8_3_4
2,test,noninterfering,1,artificial_7-6-17,7_6_17,6,artificial_16-10-16,7_6_17
2,test,noninterfering,5,artificial_1-14-17,1_14_17,4,artificial_10-10-11,1_14_17
2,test,noninterfering,8,artificial_4-7-11,4_7_11,7,artificial_6-11-4,4_7_11
2,test,noninterfering,0,artificial_11-2-17,11_2_17,1,artificial_7-6-15,11_2_17
2,test,noninterfering,3,artificial_9-8-6,9_8_6,5,artificial_1-14-12,9_8_6
2,test,noninterfering,0,artificial_11-2-17,11_2_17,6,artificial_16-10-16,11_2_17
2,test,noninterfering,7,artificial_12-12-14,12_12_14,5,artificial_1-14-12,12_12_14
2,test,noninterfering,8,artificial_4-7-11,4_7_11,3,artificial_9-8-16,4_7_11
2,test,noninterfering,4,artificial_10-10-13,10_10_13,2,artificial_9-6-15,10_10_13
2,test,noninterfering,7,artificial_12-12-14,12_12_14,7,artificial_6-11-4,12_12_14
2,test,noninterfering,7,artificial_12-12-14,12_12_14,2,artificial_1-17-11,12_12_14
2,test,noninterfering,3,artificial_0-10-7,0_10_7,0,artificial_11-2-11,0_10_7
2,test,noninterfering,2,artificial_1-17-0,1_17_0,3,artificial_9-8-16,1_17_0
2,test,noninterfering,5,artificial_8-3-4,8_3_4,7,artificial_6-11-4,8_3_4
2,test,noninterfering,2,artificial_1-17-0,1_17_0,0,artificial_8-15-7,1_17_0
2,test,noninterfering,8,artificial_3-12-13,3_12_13,5,artificial_1-14-12,3_12_13
2,test,noninterfering,0,artificial_11-2-17,11_2_17,4,artificial_10-10-11,11_2_17
2,test,noninterfering,6,artificial_8-0-14,8_0_14,1,artificial_7-6-15,8_0_14
2,test,noninterfering,3,artificial_9-8-6,9_8_6,6,artificial_16-10-16,9_8_6
2,test,noninterfering,5,artificial_1-14-17,1_14_17,1,artificial_13-10-9,1_14_17
2,test,noninterfering,2,artificial_9-6-16,9_6_16,0,artificial_8-15-7,9_6_16
2,test,noninterfering,0,artificial_8-15-4,8_15_4,1,artificial_7-6-15,8_15_4
2,test,noninterfering,9,artificial_9-5-2,9_5_2,4,artificial_10-10-11,9_5_2
2,test,noninterfering,3,artificial_0-10-7,0_10_7,4,artificial_16-5-14,0_10_7
2,test,noninterfering,2,artificial_9-6-16,9_6_16,1,artificial_13-10-9,9_6_16
2,test,noninterfering,7,artificial_6-11-17,6_11_17,2,artificial_1-17-11,6_11_17
2,test,noninterfering,2,artificial_1-17-0,1_17_0,6,artificial_8-0-13,1_17_0
2,test,noninterfering,7,artificial_12-12-14,12_12_14,9,artificial_9-5-0,12_12_14
2,test,noninterfering,5,artificial_8-3-4,8_3_4,8,artificial_4-7-1,8_3_4
2,test,noninterfering,2,artificial_9-6-16,9_6_16,8,artificial_4-7-1,9_6_16
2,test,noninterfering,7,artificial_12-12-14,12_12_14,1,artificial_13-10-9,12_12_14
2,test,noninterfering,1,artificial_7-6-17,7_6_17,2,artificial_1-17-11,7_6_17
2,test,noninterfering,4,artificial_16-5-4,16_5_4,5,artificial_8-3-9,16_5_4
2,test,noninterfering,1,artificial_7-6-17,7_6_17,2,artificial_9-6-15,7_6_17
2,test,noninterfering,3,artificial_0-10-7,0_10_7,6,artificial_16-10-16,0_10_7
2,test,noninterfering,1,artificial_7-6-17,7_6_17,7,artificial_12-12-12,7_6_17
2,test,noninterfering,2,artificial_9-6-16,9_6_16,3,artificial_0-10-1,9_6_16
2,test,interfering,7,artificial_6-11-17,6_11_17,7,artificial_6-11-4,6_11_17
2,test,interfering,9,artificial_17-1-14,17_1_14,9,artificial_17-1-10,17_1_14
